NAME	TITLE	SCORE	
ANPEP	alanyl aminopeptidase, membrane [Source:HGNC Symbol;Acc:HGNC:500]	0.78468686	
IFI30	IFI30 lysosomal thiol reductase [Source:HGNC Symbol;Acc:HGNC:5398]	0.7844881	
CD300LB	CD300 molecule like family member b [Source:HGNC Symbol;Acc:HGNC:30811]	0.78427356	
NDRG3	NDRG family member 3 [Source:HGNC Symbol;Acc:HGNC:14462]	0.78379714	
RN7SL197P	RNA, 7SL, cytoplasmic 197, pseudogene [Source:HGNC Symbol;Acc:HGNC:46213]	0.78299963	
ARHGEF40	Rho guanine nucleotide exchange factor 40 [Source:HGNC Symbol;Acc:HGNC:25516]	0.7809605	
MAN2B1	mannosidase alpha class 2B member 1 [Source:HGNC Symbol;Acc:HGNC:6826]	0.7805089	
RN7SL130P	RNA, 7SL, cytoplasmic 130, pseudogene [Source:HGNC Symbol;Acc:HGNC:46146]	0.78044206	
H3C12	H3 clustered histone 12 [Source:HGNC Symbol;Acc:HGNC:4774]	0.78016376	
CCZ1P1	CCZ1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:55746]	0.77931595	
CLEC12A	C-type lectin domain family 12 member A [Source:HGNC Symbol;Acc:HGNC:31713]	0.77915657	
ADISSP	adipose secreted signaling protein [Source:HGNC Symbol;Acc:HGNC:15873]	0.77859354	
SLC31A1	solute carrier family 31 member 1 [Source:HGNC Symbol;Acc:HGNC:11016]	0.7778029	
ROGDI	rogdi atypical leucine zipper [Source:HGNC Symbol;Acc:HGNC:29478]	0.77645683	
PILRA	paired immunoglobin like type 2 receptor alpha [Source:HGNC Symbol;Acc:HGNC:20396]	0.775134	
NUDT4	nudix hydrolase 4 [Source:HGNC Symbol;Acc:HGNC:8051]	0.773798	
SLC11A1	solute carrier family 11 member 1 [Source:HGNC Symbol;Acc:HGNC:10907]	0.7727807	
TYROBP	transmembrane immune signaling adaptor TYROBP [Source:HGNC Symbol;Acc:HGNC:12449]	0.772368	
CIDEB	cell death inducing DFFA like effector b [Source:HGNC Symbol;Acc:HGNC:1977]	0.7719115	
SIPA1L2	signal induced proliferation associated 1 like 2 [Source:HGNC Symbol;Acc:HGNC:23800]	0.77145934	
THRA	thyroid hormone receptor alpha [Source:HGNC Symbol;Acc:HGNC:11796]	0.7712921	
S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]	0.7705978	
MTMR11	myotubularin related protein 11 [Source:HGNC Symbol;Acc:HGNC:24307]	0.76866436	
ADAR	adenosine deaminase RNA specific [Source:HGNC Symbol;Acc:HGNC:225]	0.76793104	
CEACAM3	CEA cell adhesion molecule 3 [Source:HGNC Symbol;Acc:HGNC:1815]	0.76754177	
IGSF6	immunoglobulin superfamily member 6 [Source:HGNC Symbol;Acc:HGNC:5953]	0.7659241	
ARSA	arylsulfatase A [Source:HGNC Symbol;Acc:HGNC:713]	0.7659209	
SHKBP1	SH3KBP1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:19214]	0.76579726	
CDK2AP2	cyclin dependent kinase 2 associated protein 2 [Source:HGNC Symbol;Acc:HGNC:30833]	0.76308024	
NID1	nidogen 1 [Source:HGNC Symbol;Acc:HGNC:7821]	0.7629465	
YIPF2	Yip1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:28476]	0.76182693	
H1-5	H1.5 linker histone, cluster member [Source:HGNC Symbol;Acc:HGNC:4719]	0.76175296	
MKLN1-AS	MKLN1 antisense RNA [Source:HGNC Symbol;Acc:HGNC:40374]	0.761072	
SPI1	Spi-1 proto-oncogene [Source:HGNC Symbol;Acc:HGNC:11241]	0.7608344	
IFI6	interferon alpha inducible protein 6 [Source:HGNC Symbol;Acc:HGNC:4054]	0.76042455	
VPS35	VPS35 retromer complex component [Source:HGNC Symbol;Acc:HGNC:13487]	0.75998604	
LINC03108	novel transcript	0.7599134	
RN7SL769P	RNA, 7SL, cytoplasmic 769, pseudogene [Source:HGNC Symbol;Acc:HGNC:46785]	0.75656277	
LRRK2	leucine rich repeat kinase 2 [Source:HGNC Symbol;Acc:HGNC:18618]	0.7558463	
ACACA	acetyl-CoA carboxylase alpha [Source:HGNC Symbol;Acc:HGNC:84]	0.7558254	
ALAS1	5'-aminolevulinate synthase 1 [Source:HGNC Symbol;Acc:HGNC:396]	0.7557881	
GPRC5B	G protein-coupled receptor class C group 5 member B [Source:HGNC Symbol;Acc:HGNC:13308]	0.755695	
ZNF496-DT	ZNF496 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55991]	0.75516397	
IRF9	interferon regulatory factor 9 [Source:HGNC Symbol;Acc:HGNC:6131]	0.7551245	
RPL4P6	ribosomal protein L4 pseudogene 6 [Source:HGNC Symbol;Acc:HGNC:35611]	0.7548376	
EVI2A	ecotropic viral integration site 2A [Source:HGNC Symbol;Acc:HGNC:3499]	0.75482315	
IL1B	interleukin 1 beta [Source:HGNC Symbol;Acc:HGNC:5992]	0.7546647	
NLRP12	NLR family pyrin domain containing 12 [Source:HGNC Symbol;Acc:HGNC:22938]	0.7540759	
HGF	hepatocyte growth factor [Source:HGNC Symbol;Acc:HGNC:4893]	0.75380886	
LINC01270	long intergenic non-protein coding RNA 1270 [Source:HGNC Symbol;Acc:HGNC:27658]	0.7534468	
IL1RN	interleukin 1 receptor antagonist [Source:HGNC Symbol;Acc:HGNC:6000]	0.75325453	
CTSZ	cathepsin Z [Source:HGNC Symbol;Acc:HGNC:2547]	0.7530214	
ANOS1	anosmin 1 [Source:HGNC Symbol;Acc:HGNC:6211]	0.7521474	
ALDH1A1	aldehyde dehydrogenase 1 family member A1 [Source:HGNC Symbol;Acc:HGNC:402]	0.7518309	
RN7SL575P	RNA, 7SL, cytoplasmic 575, pseudogene [Source:HGNC Symbol;Acc:HGNC:46591]	0.7515583	
KCNJ4	potassium inwardly rectifying channel subfamily J member 4 [Source:HGNC Symbol;Acc:HGNC:6265]	0.7513724	
AATBC	apoptosis associated transcript in bladder cancer [Source:HGNC Symbol;Acc:HGNC:51526]	0.7508377	
NOD2	nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:5331]	0.7506388	
SLC66A3	solute carrier family 66 member 3 [Source:HGNC Symbol;Acc:HGNC:28503]	0.75040543	
MMP25	matrix metallopeptidase 25 [Source:HGNC Symbol;Acc:HGNC:14246]	0.7495928	
ILDR2	immunoglobulin like domain containing receptor 2 [Source:HGNC Symbol;Acc:HGNC:18131]	0.7495389	
OS9	OS9 endoplasmic reticulum lectin [Source:HGNC Symbol;Acc:HGNC:16994]	0.7491648	
TLE3	TLE family member 3, transcriptional corepressor [Source:HGNC Symbol;Acc:HGNC:11839]	0.74834603	
TOMM6	translocase of outer mitochondrial membrane 6 [Source:HGNC Symbol;Acc:HGNC:34528]	0.7480525	
CFAP99	cilia and flagella associated protein 99 [Source:HGNC Symbol;Acc:HGNC:51180]	0.74774754	
RN7SL262P	RNA, 7SL, cytoplasmic 262, pseudogene [Source:HGNC Symbol;Acc:HGNC:46278]	0.74691206	
DERL3	derlin 3 [Source:HGNC Symbol;Acc:HGNC:14236]	0.7465424	
NUDT22	nudix hydrolase 22 [Source:HGNC Symbol;Acc:HGNC:28189]	0.74554765	
OAF	out at first homolog [Source:HGNC Symbol;Acc:HGNC:28752]	0.74518263	
ACVR1B	activin A receptor type 1B [Source:HGNC Symbol;Acc:HGNC:172]	0.74462837	
MS4A3	membrane spanning 4-domains A3 [Source:HGNC Symbol;Acc:HGNC:7317]	0.7442466	
ATP1A1	ATPase Na+/K+ transporting subunit alpha 1 [Source:HGNC Symbol;Acc:HGNC:799]	0.74392766	
ADGRE2	adhesion G protein-coupled receptor E2 [Source:HGNC Symbol;Acc:HGNC:3337]	0.7427665	
LAT2	linker for activation of T cells family member 2 [Source:HGNC Symbol;Acc:HGNC:12749]	0.74216306	
ENSG00000287927	novel transcript	0.74192804	
AMFR	autocrine motility factor receptor [Source:HGNC Symbol;Acc:HGNC:463]	0.74054193	
STEAP4	STEAP4 metalloreductase [Source:HGNC Symbol;Acc:HGNC:21923]	0.7405148	
ADARB2	adenosine deaminase RNA specific B2 (inactive) [Source:HGNC Symbol;Acc:HGNC:227]	0.73892784	
PSMA3	proteasome 20S subunit alpha 3 [Source:HGNC Symbol;Acc:HGNC:9532]	0.73845226	
CD59	CD59 molecule (CD59 blood group) [Source:HGNC Symbol;Acc:HGNC:1689]	0.73782444	
ALPK1	alpha kinase 1 [Source:HGNC Symbol;Acc:HGNC:20917]	0.73757434	
SPATA20P1	spermatogenesis associated 20 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39636]	0.73736334	
TNFSF13	TNF superfamily member 13 [Source:HGNC Symbol;Acc:HGNC:11928]	0.7360991	
IFITM3P1	IFITM3 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:54538]	0.73489296	
IMPDH1	inosine monophosphate dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:6052]	0.7345235	
E2F1	E2F transcription factor 1 [Source:HGNC Symbol;Acc:HGNC:3113]	0.73438185	
LILRA2	leukocyte immunoglobulin like receptor A2 [Source:HGNC Symbol;Acc:HGNC:6603]	0.73423874	
RNF144B	ring finger protein 144B [Source:HGNC Symbol;Acc:HGNC:21578]	0.733621	
KIF17	kinesin family member 17 [Source:HGNC Symbol;Acc:HGNC:19167]	0.7334323	
PPIAP42	peptidylprolyl isomerase A pseudogene 42 [Source:HGNC Symbol;Acc:HGNC:53666]	0.7333402	
ENSG00000284930	novel transcript	0.7326888	
SEMA4A	semaphorin 4A [Source:HGNC Symbol;Acc:HGNC:10729]	0.73266804	
SLC16A1	solute carrier family 16 member 1 [Source:HGNC Symbol;Acc:HGNC:10922]	0.7322933	
TYMSOS	TYMS opposite strand RNA [Source:HGNC Symbol;Acc:HGNC:29553]	0.73136127	
ENSG00000214708	novel transcript, antisense to RHOT1	0.7310431	
UNC119B	unc-119 lipid binding chaperone B [Source:HGNC Symbol;Acc:HGNC:16488]	0.7307846	
COMT	catechol-O-methyltransferase [Source:HGNC Symbol;Acc:HGNC:2228]	0.7301089	
KLHDC8B	kelch domain containing 8B [Source:HGNC Symbol;Acc:HGNC:28557]	0.73003626	
BTNL3	butyrophilin like 3 [Source:HGNC Symbol;Acc:HGNC:1143]	0.72878164	
CFD	complement factor D [Source:HGNC Symbol;Acc:HGNC:2771]	0.7282262	
PDCD6IPP1	PDCD6IP pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49872]	0.7273505	
VAMP5	vesicle associated membrane protein 5 [Source:HGNC Symbol;Acc:HGNC:12646]	0.7254062	
HLA-F	major histocompatibility complex, class I, F [Source:HGNC Symbol;Acc:HGNC:4963]	0.7252557	
MIR503HG	MIR503 host gene [Source:HGNC Symbol;Acc:HGNC:28258]	0.7241641	
DTX3L	deltex E3 ubiquitin ligase 3L [Source:HGNC Symbol;Acc:HGNC:30323]	0.7241594	
UPP1	uridine phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:12576]	0.72394896	
WASF1	WASP family member 1 [Source:HGNC Symbol;Acc:HGNC:12732]	0.7238664	
FLOT1	flotillin 1 [Source:HGNC Symbol;Acc:HGNC:3757]	0.7236903	
STARD7-AS1	STARD7 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:40827]	0.7226042	
ADGRA2	adhesion G protein-coupled receptor A2 [Source:HGNC Symbol;Acc:HGNC:17849]	0.722454	
HBEGF	heparin binding EGF like growth factor [Source:HGNC Symbol;Acc:HGNC:3059]	0.72043097	
TMEM86A	transmembrane protein 86A [Source:HGNC Symbol;Acc:HGNC:26890]	0.7194297	
NDUFA13	NADH:ubiquinone oxidoreductase subunit A13 [Source:HGNC Symbol;Acc:HGNC:17194]	0.71936435	
NIPA1	NIPA magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:17043]	0.71827656	
PRR14	proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]	0.71817374	
HHLA3	HERV-H LTR-associating 3 [Source:HGNC Symbol;Acc:HGNC:4906]	0.71720165	
IQCK	IQ motif containing K [Source:HGNC Symbol;Acc:HGNC:28556]	0.715646	
NCF4	neutrophil cytosolic factor 4 [Source:HGNC Symbol;Acc:HGNC:7662]	0.7152555	
C1QA	complement C1q A chain [Source:HGNC Symbol;Acc:HGNC:1241]	0.7146223	
PLD3	phospholipase D family member 3 [Source:HGNC Symbol;Acc:HGNC:17158]	0.71450543	
NFKBIZ	NFKB inhibitor zeta [Source:HGNC Symbol;Acc:HGNC:29805]	0.71427375	
TBC1D2	TBC1 domain family member 2 [Source:HGNC Symbol;Acc:HGNC:18026]	0.71329015	
RN7SL444P	RNA, 7SL, cytoplasmic 444, pseudogene [Source:HGNC Symbol;Acc:HGNC:46460]	0.71311915	
POC1A	POC1 centriolar protein A [Source:HGNC Symbol;Acc:HGNC:24488]	0.71309525	
GRINA	glutamate ionotropic receptor NMDA type subunit associated protein 1 [Source:HGNC Symbol;Acc:HGNC:4589]	0.7130462	
FOLR1	folate receptor alpha [Source:HGNC Symbol;Acc:HGNC:3791]	0.71304274	
LINC02128	long intergenic non-protein coding RNA 2128 [Source:HGNC Symbol;Acc:HGNC:52986]	0.7119144	
LILRB4	leukocyte immunoglobulin like receptor B4 [Source:HGNC Symbol;Acc:HGNC:6608]	0.7118736	
C5orf34-AS1	C5orf34 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:41061]	0.71151066	
PEPD	peptidase D [Source:HGNC Symbol;Acc:HGNC:8840]	0.7114173	
G6PC3	glucose-6-phosphatase catalytic subunit 3 [Source:HGNC Symbol;Acc:HGNC:24861]	0.71123934	
HSPA1A	heat shock protein family A (Hsp70) member 1A [Source:HGNC Symbol;Acc:HGNC:5232]	0.7110721	
WARS1	tryptophanyl-tRNA synthetase 1 [Source:HGNC Symbol;Acc:HGNC:12729]	0.7109799	
TBX3	T-box transcription factor 3 [Source:HGNC Symbol;Acc:HGNC:11602]	0.7106737	
SCML1	Scm polycomb group protein like 1 [Source:HGNC Symbol;Acc:HGNC:10580]	0.7101371	
MPDU1	mannose-P-dolichol utilization defect 1 [Source:HGNC Symbol;Acc:HGNC:7207]	0.7085975	
FCGR2A	Fc gamma receptor IIa [Source:HGNC Symbol;Acc:HGNC:3616]	0.7085783	
FRRS1	ferric chelate reductase 1 [Source:HGNC Symbol;Acc:HGNC:27622]	0.70825535	
LINC02863	long intergenic non-protein coding RNA 2863 [Source:HGNC Symbol;Acc:HGNC:41290]	0.7079727	
CAPN13	calpain 13 [Source:HGNC Symbol;Acc:HGNC:16663]	0.70786446	
PSME1	proteasome activator subunit 1 [Source:HGNC Symbol;Acc:HGNC:9568]	0.70783454	
CCDC149	coiled-coil domain containing 149 [Source:HGNC Symbol;Acc:HGNC:25405]	0.70728546	
OSBPL6	oxysterol binding protein like 6 [Source:HGNC Symbol;Acc:HGNC:16388]	0.7070404	
RARA-AS1	RARA antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:49577]	0.70702046	
HPGDS	hematopoietic prostaglandin D synthase [Source:HGNC Symbol;Acc:HGNC:17890]	0.7068694	
LINC02577	long intergenic non-protein coding RNA 2577 [Source:HGNC Symbol;Acc:HGNC:53749]	0.70594215	
SERINC2	serine incorporator 2 [Source:HGNC Symbol;Acc:HGNC:23231]	0.70576304	
SAMD8	sterile alpha motif domain containing 8 [Source:HGNC Symbol;Acc:HGNC:26320]	0.7056244	
C4orf48	chromosome 4 open reading frame 48 [Source:HGNC Symbol;Acc:HGNC:34437]	0.7051315	
INSYN2A	inhibitory synaptic factor 2A [Source:HGNC Symbol;Acc:HGNC:33859]	0.7047942	
APOL4	apolipoprotein L4 [Source:HGNC Symbol;Acc:HGNC:14867]	0.70477676	
DRC3	dynein regulatory complex subunit 3 [Source:HGNC Symbol;Acc:HGNC:25384]	0.704349	
INSL3	insulin like 3 [Source:HGNC Symbol;Acc:HGNC:6086]	0.70306987	
KDELR3	KDEL endoplasmic reticulum protein retention receptor 3 [Source:HGNC Symbol;Acc:HGNC:6306]	0.70292616	
EIF4EP5	eukaryotic translation initiation factor 4E pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:51463]	0.7028591	
CREB5	cAMP responsive element binding protein 5 [Source:HGNC Symbol;Acc:HGNC:16844]	0.7026139	
TCN2	transcobalamin 2 [Source:HGNC Symbol;Acc:HGNC:11653]	0.7017406	
COPG2	COPI coat complex subunit gamma 2 [Source:HGNC Symbol;Acc:HGNC:2237]	0.7015502	
APAF1	apoptotic peptidase activating factor 1 [Source:HGNC Symbol;Acc:HGNC:576]	0.70034254	
ENG	endoglin [Source:HGNC Symbol;Acc:HGNC:3349]	0.70018137	
SLC8A1	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]	0.69994956	
HCAR2	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]	0.6998	
DUSP6	dual specificity phosphatase 6 [Source:HGNC Symbol;Acc:HGNC:3072]	0.6990313	
ULK1	unc-51 like autophagy activating kinase 1 [Source:HGNC Symbol;Acc:HGNC:12558]	0.6983059	
TOR4A	torsin family 4 member A [Source:HGNC Symbol;Acc:HGNC:25981]	0.69731385	
CLASP1-AS1	CLASP1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:55328]	0.6972917	
LINC01814	long intergenic non-protein coding RNA 1814 [Source:HGNC Symbol;Acc:HGNC:52618]	0.6972755	
SLC31A2	solute carrier family 31 member 2 [Source:HGNC Symbol;Acc:HGNC:11017]	0.6969714	
PHACTR2	phosphatase and actin regulator 2 [Source:HGNC Symbol;Acc:HGNC:20956]	0.6969664	
BAMBI	BMP and activin membrane bound inhibitor [Source:HGNC Symbol;Acc:HGNC:30251]	0.6967064	
PLSCR1	phospholipid scramblase 1 [Source:HGNC Symbol;Acc:HGNC:9092]	0.6959846	
FKBP5	FKBP prolyl isomerase 5 [Source:HGNC Symbol;Acc:HGNC:3721]	0.6950297	
CPED1	cadherin like and PC-esterase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26159]	0.6948524	
PLBD1-AS1	PLBD1 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:51143]	0.6946643	
CREG1	cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]	0.6946593	
MT2A	metallothionein 2A [Source:HGNC Symbol;Acc:HGNC:7406]	0.69387525	
LTF	lactotransferrin [Source:HGNC Symbol;Acc:HGNC:6720]	0.6934508	
TMTC1	transmembrane O-mannosyltransferase targeting cadherins 1 [Source:HGNC Symbol;Acc:HGNC:24099]	0.69319564	
CMC2	C-X9-C motif containing 2 [Source:HGNC Symbol;Acc:HGNC:24447]	0.69292533	
POLDIP3	DNA polymerase delta interacting protein 3 [Source:HGNC Symbol;Acc:HGNC:23782]	0.6928579	
RN7SL504P	RNA, 7SL, cytoplasmic 504, pseudogene [Source:HGNC Symbol;Acc:HGNC:46520]	0.6927213	
AZI2	5-azacytidine induced 2 [Source:HGNC Symbol;Acc:HGNC:24002]	0.69244754	
SH3RF3-AS1	SH3RF3 antisense RNA 1 [Source:HGNC Symbol;Acc:HGNC:44168]	0.692436	
GBP1P1	guanylate binding protein 1 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:39561]	0.6920688	
RYR3	ryanodine receptor 3 [Source:HGNC Symbol;Acc:HGNC:10485]	0.6916127	
SNAI1	snail family transcriptional repressor 1 [Source:HGNC Symbol;Acc:HGNC:11128]	0.69129574	
ADM-DT	ADM divergent transcript [Source:HGNC Symbol;Acc:HGNC:55516]	0.69115746	
ROPN1L	rhophilin associated tail protein 1 like [Source:HGNC Symbol;Acc:HGNC:24060]	0.6907544	
ARHGEF10L	Rho guanine nucleotide exchange factor 10 like [Source:HGNC Symbol;Acc:HGNC:25540]	0.6900017	
C2	complement C2 [Source:HGNC Symbol;Acc:HGNC:1248]	0.689842	
GRXCR2	glutaredoxin and cysteine rich domain containing 2 [Source:HGNC Symbol;Acc:HGNC:33862]	0.68937606	
ENSG00000289548	novel transcript	0.6891954	
PCTP	phosphatidylcholine transfer protein [Source:HGNC Symbol;Acc:HGNC:8752]	0.6889323	
THEMIS2	thymocyte selection associated family member 2 [Source:HGNC Symbol;Acc:HGNC:16839]	0.6888118	
ORAI3	ORAI calcium release-activated calcium modulator 3 [Source:HGNC Symbol;Acc:HGNC:28185]	0.6878235	
ALDOC	aldolase, fructose-bisphosphate C [Source:HGNC Symbol;Acc:HGNC:418]	0.6872353	
IRAK1	interleukin 1 receptor associated kinase 1 [Source:HGNC Symbol;Acc:HGNC:6112]	0.6871137	
SIRPB2	signal regulatory protein beta 2 [Source:HGNC Symbol;Acc:HGNC:16247]	0.68710184	
TIMP1	TIMP metallopeptidase inhibitor 1 [Source:HGNC Symbol;Acc:HGNC:11820]	0.6870518	
QPCT	glutaminyl-peptide cyclotransferase [Source:HGNC Symbol;Acc:HGNC:9753]	0.6850743	
LAPTM5	lysosomal protein transmembrane 5 [Source:HGNC Symbol;Acc:HGNC:29612]	0.68391657	
PHF13	PHD finger protein 13 [Source:HGNC Symbol;Acc:HGNC:22983]	0.68382573	
CHD3	chromodomain helicase DNA binding protein 3 [Source:HGNC Symbol;Acc:HGNC:1918]	0.683753	
CSNK1G2P1	casein kinase 1 gamma 2 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:49739]	0.6833391	
SHC1	SHC adaptor protein 1 [Source:HGNC Symbol;Acc:HGNC:10840]	0.68280673	
HSPB6	heat shock protein family B (small) member 6 [Source:HGNC Symbol;Acc:HGNC:26511]	0.6824335	
MLXIP	MLX interacting protein [Source:HGNC Symbol;Acc:HGNC:17055]	0.68238354	
MED16	mediator complex subunit 16 [Source:HGNC Symbol;Acc:HGNC:17556]	0.6813862	
RHOB	ras homolog family member B [Source:HGNC Symbol;Acc:HGNC:668]	0.68076485	
CDC42EP2	CDC42 effector protein 2 [Source:HGNC Symbol;Acc:HGNC:16263]	0.68052405	
ACP3	acid phosphatase 3 [Source:HGNC Symbol;Acc:HGNC:125]	0.68049073	
FOSB	FosB proto-oncogene, AP-1 transcription factor subunit [Source:HGNC Symbol;Acc:HGNC:3797]	0.6797211	
SECTM1	secreted and transmembrane 1 [Source:HGNC Symbol;Acc:HGNC:10707]	0.6795589	
CREB3	cAMP responsive element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:2347]	0.6795247	
FAM174C	family with sequence similarity 174 member C [Source:HGNC Symbol;Acc:HGNC:26073]	0.6790226	
MMP8	matrix metallopeptidase 8 [Source:HGNC Symbol;Acc:HGNC:7175]	0.67744684	
RCBTB2	RCC1 and BTB domain containing protein 2 [Source:HGNC Symbol;Acc:HGNC:1914]	0.6774109	
PINLYP	phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]	0.67708266	
PEX10	peroxisomal biogenesis factor 10 [Source:HGNC Symbol;Acc:HGNC:8851]	0.6768552	
TPM3P9	tropomyosin 3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:44142]	0.67668855	
CEACAM4	CEA cell adhesion molecule 4 [Source:HGNC Symbol;Acc:HGNC:1816]	0.6765055	
GTSE1	G2 and S-phase expressed 1 [Source:HGNC Symbol;Acc:HGNC:13698]	0.676429	
RN7SL492P	RNA, 7SL, cytoplasmic 492, pseudogene [Source:HGNC Symbol;Acc:HGNC:46508]	0.675513	
FTH1P13	ferritin heavy chain 1 pseudogene 13 [Source:HGNC Symbol;Acc:HGNC:3983]	0.67541903	
RN7SL587P	RNA, 7SL, cytoplasmic 587, pseudogene [Source:HGNC Symbol;Acc:HGNC:46603]	0.67540586	
ALKBH7	alkB homolog 7 [Source:HGNC Symbol;Acc:HGNC:21306]	0.67539895	
SDC3	syndecan 3 [Source:HGNC Symbol;Acc:HGNC:10660]	0.675243	
CCR2	C-C motif chemokine receptor 2 [Source:HGNC Symbol;Acc:HGNC:1603]	0.67463726	
NFIL3	nuclear factor, interleukin 3 regulated [Source:HGNC Symbol;Acc:HGNC:7787]	0.6726679	
SMG1-DT	SMG1 divergent transcript [Source:HGNC Symbol;Acc:HGNC:55394]	0.6715009	
LZTS2	leucine zipper tumor suppressor 2 [Source:HGNC Symbol;Acc:HGNC:29381]	0.6714225	
RPL3P9	ribosomal protein L3 pseudogene 9 [Source:HGNC Symbol;Acc:HGNC:36839]	0.67118293	
ACAD11	acyl-CoA dehydrogenase family member 11 [Source:HGNC Symbol;Acc:HGNC:30211]	0.67117745	
H4C14	H4 clustered histone 14 [Source:HGNC Symbol;Acc:HGNC:4794]	0.67114484	
SAP30	Sin3A associated protein 30 [Source:HGNC Symbol;Acc:HGNC:10532]	0.6702437	
ATOX1	antioxidant 1 copper chaperone [Source:HGNC Symbol;Acc:HGNC:798]	0.6690767	
SLC24A4	solute carrier family 24 member 4 [Source:HGNC Symbol;Acc:HGNC:10978]	0.6684465	
ANKRD30BL	ankyrin repeat domain 30B like [Source:HGNC Symbol;Acc:HGNC:35167]	0.66813105	
ACADVL	acyl-CoA dehydrogenase very long chain [Source:HGNC Symbol;Acc:HGNC:92]	0.6680821	
DOC2A	double C2 domain alpha [Source:HGNC Symbol;Acc:HGNC:2985]	0.66748595	
ZNF503	zinc finger protein 503 [Source:HGNC Symbol;Acc:HGNC:23589]	0.66721094	
MS4A4A	membrane spanning 4-domains A4A [Source:HGNC Symbol;Acc:HGNC:13371]	0.66651666	
PNPLA6	patatin like phospholipase domain containing 6 [Source:HGNC Symbol;Acc:HGNC:16268]	0.6664506	
C1QC	complement C1q C chain [Source:HGNC Symbol;Acc:HGNC:1245]	0.6663863	
CANT1	calcium activated nucleotidase 1 [Source:HGNC Symbol;Acc:HGNC:19721]	0.6662277	
FIBP	FGF1 intracellular binding protein [Source:HGNC Symbol;Acc:HGNC:3705]	0.66581887	
ELL2	elongation factor for RNA polymerase II 2 [Source:HGNC Symbol;Acc:HGNC:17064]	0.66508245	
SOX4	SRY-box transcription factor 4 [Source:HGNC Symbol;Acc:HGNC:11200]	0.6648943	
ARAP1	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1 [Source:HGNC Symbol;Acc:HGNC:16925]	0.66477007	
CDHR1	cadherin related family member 1 [Source:HGNC Symbol;Acc:HGNC:14550]	0.6643354	
CFB	complement factor B [Source:HGNC Symbol;Acc:HGNC:1037]	0.66397536	
SDSL	serine dehydratase like [Source:HGNC Symbol;Acc:HGNC:30404]	0.6633787	
TXN2	thioredoxin 2 [Source:HGNC Symbol;Acc:HGNC:17772]	0.6633614	
TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1 [Source:HGNC Symbol;Acc:HGNC:11809]	0.66327846	
GTF3C5	general transcription factor IIIC subunit 5 [Source:HGNC Symbol;Acc:HGNC:4668]	0.66233903	
TREML2	triggering receptor expressed on myeloid cells like 2 [Source:HGNC Symbol;Acc:HGNC:21092]	0.66200817	
CSTA	cystatin A [Source:HGNC Symbol;Acc:HGNC:2481]	0.6619986	
BCL3	BCL3 transcription coactivator [Source:HGNC Symbol;Acc:HGNC:998]	0.6618377	
TNFAIP6	TNF alpha induced protein 6 [Source:HGNC Symbol;Acc:HGNC:11898]	0.6613081	
TRIM71	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]	0.66128457	
RN7SL513P	RNA, 7SL, cytoplasmic 513, pseudogene [Source:HGNC Symbol;Acc:HGNC:46529]	0.66113454	
PHC2	polyhomeotic homolog 2 [Source:HGNC Symbol;Acc:HGNC:3183]	0.66102844	
KLHL18	kelch like family member 18 [Source:HGNC Symbol;Acc:HGNC:29120]	0.66071993	
