NAME	ORIGINAL SIZE	AFTER RESTRICTING TO DATASET	STATUS	
LEIN_LOCALIZED_TO_PROXIMAL_DENDRITES	37	37		
LEIN_MEDULLA_MARKERS	86	81		
LEIN_MIDBRAIN_MARKERS	83	72		
LEIN_NEURON_MARKERS	69	65		
LEIN_OLIGODENDROCYTE_MARKERS	76	73		
LEIN_PONS_MARKERS	92	84		
LEI_HOXC8_TARGETS_DN	17	15		
LEI_HOXC8_TARGETS_UP	11		Rejected!	
LEI_MYB_TARGETS	323	304		
LENAOUR_DENDRITIC_CELL_MATURATION_DN	130	130		
LENAOUR_DENDRITIC_CELL_MATURATION_UP	116	113		
LEONARD_HYPOXIA	41	39		
LE_EGR2_TARGETS_DN	107	102		
LE_EGR2_TARGETS_UP	109	104		
LE_NEURONAL_DIFFERENTIATION_DN	19	18		
LE_NEURONAL_DIFFERENTIATION_UP	18	17		
LE_SKI_TARGETS_DN	7		Rejected!	
LE_SKI_TARGETS_UP	17		Rejected!	
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_DN	43	42		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_LARGE_VS_TINY_UP	40	39		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_QTL	16	16		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_DN	33	32		
LIANG_HEMATOPOIESIS_STEM_CELL_NUMBER_SMALL_VS_HUGE_UP	39	38		
LIANG_SILENCED_BY_METHYLATION_2	58	51		
LIANG_SILENCED_BY_METHYLATION_DN	11		Rejected!	
LIANG_SILENCED_BY_METHYLATION_UP	33	29		
LIAN_LIPA_TARGETS_3M	65	61		
LIAN_LIPA_TARGETS_6M	81	76		
LIAN_NEUTROPHIL_GRANULE_CONSTITUENTS	25	24		
LIAO_HAVE_SOX4_BINDING_SITES	41	39		
LIAO_METASTASIS	540		Rejected!	
LIEN_BREAST_CARCINOMA_METAPLASTIC	33	30		
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_DN	115	96		
LIEN_BREAST_CARCINOMA_METAPLASTIC_VS_DUCTAL_UP	83	80		
LIM_MAMMARY_LUMINAL_MATURE_DN	94	90		
LIM_MAMMARY_LUMINAL_MATURE_UP	113	107		
LIM_MAMMARY_LUMINAL_PROGENITOR_DN	14		Rejected!	
LIM_MAMMARY_LUMINAL_PROGENITOR_UP	58	48		
LIM_MAMMARY_STEM_CELL_DN	416	403		
LIM_MAMMARY_STEM_CELL_UP	480	453		
LINDGREN_BLADDER_CANCER_CLUSTER_1_DN	378	368		
LINDGREN_BLADDER_CANCER_CLUSTER_1_UP	120	112		
LINDGREN_BLADDER_CANCER_CLUSTER_2A_DN	141	139		
LINDGREN_BLADDER_CANCER_CLUSTER_2A_UP	8		Rejected!	
LINDGREN_BLADDER_CANCER_CLUSTER_2B	389	374		
LINDGREN_BLADDER_CANCER_CLUSTER_3_DN	226	215		
LINDGREN_BLADDER_CANCER_CLUSTER_3_UP	327	321		
LINDGREN_BLADDER_CANCER_HIGH_RECURRENCE	49	48		
LINDGREN_BLADDER_CANCER_WITH_LOH_IN_CHR9Q	116	114		
LINDSTEDT_DENDRITIC_CELL_MATURATION_A	61	60		
LINDSTEDT_DENDRITIC_CELL_MATURATION_B	49	49		
LINDSTEDT_DENDRITIC_CELL_MATURATION_C	63	62		
LINDSTEDT_DENDRITIC_CELL_MATURATION_D	63	62		
LINDVALL_IMMORTALIZED_BY_TERT_DN	73	69		
LINDVALL_IMMORTALIZED_BY_TERT_UP	68	62		
LINSLEY_MIR16_TARGETS	206	205		
LIN_APC_TARGETS	71	70		
LIN_MELANOMA_COPY_NUMBER_DN	41	40		
LIN_MELANOMA_COPY_NUMBER_UP	72	64		
LIN_NPAS4_TARGETS_DN	71	66		
LIN_NPAS4_TARGETS_UP	171	169		
LIN_SILENCED_BY_TUMOR_MICROENVIRONMENT	107	90		
LIN_TUMOR_ESCAPE_FROM_IMMUNE_ATTACK	19	16		
LIU_BREAST_CANCER	32	29		
LIU_CDX2_TARGETS_DN	8		Rejected!	
LIU_CDX2_TARGETS_UP	35	26		
LIU_CMYB_TARGETS_DN	6		Rejected!	
LIU_CMYB_TARGETS_UP	164	155		
LIU_COMMON_CANCER_GENES	63	60		
LIU_IL13_MEMORY_MODEL_DN	5		Rejected!	
LIU_IL13_MEMORY_MODEL_UP	17	16		
LIU_IL13_PRIMING_MODEL	15		Rejected!	
LIU_LIVER_CANCER	35	32		
LIU_NASOPHARYNGEAL_CARCINOMA	72	67		
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_KINASES_DN	34	34		
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_DN	1716		Rejected!	
LIU_OVARIAN_CANCER_TUMORS_AND_XENOGRAFTS_XDGS_UP	250	231		
LIU_PROSTATE_CANCER_DN	493	458		
LIU_PROSTATE_CANCER_UP	99	95		
LIU_SMARCA4_TARGETS	50	46		
LIU_SOX4_TARGETS_DN	310	307		
LIU_SOX4_TARGETS_UP	139	137		
LIU_TARGETS_OF_VMYB_VS_CMYB_DN	44	44		
LIU_TARGETS_OF_VMYB_VS_CMYB_UP	16		Rejected!	
LIU_TOPBP1_TARGETS	14		Rejected!	
LIU_VAV3_PROSTATE_CARCINOGENESIS_DN	17	15		
LIU_VAV3_PROSTATE_CARCINOGENESIS_UP	89	82		
LIU_VMYB_TARGETS_UP	125	121		
LI_ADIPOGENESIS_BY_ACTIVATED_PPARG	18	17		
LI_AMPLIFIED_IN_LUNG_CANCER	183	152		
LI_CISPLATIN_RESISTANCE_DN	33	30		
LI_CISPLATIN_RESISTANCE_UP	26	25		
LI_CYTIDINE_ANALOGS_CYCTOTOXICITY	15	15		
LI_CYTIDINE_ANALOG_PATHWAY	17	16		
LI_DCP2_BOUND_MRNA	89	84		
LI_INDUCED_T_TO_NATURAL_KILLER_DN	137	134		
LI_INDUCED_T_TO_NATURAL_KILLER_UP	317	313		
LI_LUNG_CANCER	41	38		
LI_PROSTATE_CANCER_EPIGENETIC	32	30		
LI_WILMS_TUMOR	27	22		
LI_WILMS_TUMOR_ANAPLASTIC_DN	5		Rejected!	
LI_WILMS_TUMOR_ANAPLASTIC_UP	17	17		
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_DN	164	162		
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_1_UP	183	176		
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_DN	48	46		
LI_WILMS_TUMOR_VS_FETAL_KIDNEY_2_UP	27	26		
LOCKWOOD_AMPLIFIED_IN_LUNG_CANCER	216	208		
LOPES_METHYLATED_IN_COLON_CANCER_DN	28	27		
LOPES_METHYLATED_IN_COLON_CANCER_UP	28	24		
LOPEZ_EPITHELIOID_MESOTHELIOMA	17	15		
LOPEZ_MBD_TARGETS	954		Rejected!	
LOPEZ_MBD_TARGETS_IMPRINTED_AND_X_LINKED	17	16		
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_DN	7		Rejected!	
LOPEZ_MESOTELIOMA_SURVIVAL_TIME_UP	14		Rejected!	
LOPEZ_MESOTHELIOMA_SURVIVAL_DN	12		Rejected!	
LOPEZ_MESOTHELIOMA_SURVIVAL_OVERALL_DN	15		Rejected!	
LOPEZ_MESOTHELIOMA_SURVIVAL_OVERALL_UP	8		Rejected!	
LOPEZ_MESOTHELIOMA_SURVIVAL_UP	12		Rejected!	
LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_DN	7		Rejected!	
LOPEZ_MESOTHELIOMA_SURVIVAL_WORST_VS_BEST_UP	14		Rejected!	
LOPEZ_TRANSLATION_VIA_FN1_SIGNALING	35	35		
LUCAS_HNF4A_TARGETS_DN	8		Rejected!	
LUCAS_HNF4A_TARGETS_UP	58	57		
LUDWICZEK_TREATING_IRON_OVERLOAD	7		Rejected!	
LUI_TARGETS_OF_PAX8_PPARG_FUSION	34	28		
LUI_THYROID_CANCER_CLUSTER_1	52	51		
LUI_THYROID_CANCER_CLUSTER_2	43	43		
LUI_THYROID_CANCER_CLUSTER_3	28	21		
LUI_THYROID_CANCER_CLUSTER_4	21	20		
LUI_THYROID_CANCER_CLUSTER_5	16		Rejected!	
LUI_THYROID_CANCER_PAX8_PPARG_DN	46	38		
LUI_THYROID_CANCER_PAX8_PPARG_UP	46	45		
LUND_SILENCED_BY_METHYLATION	16	16		
LU_AGING_BRAIN_DN	153	148		
LU_AGING_BRAIN_UP	263	257		
LU_EZH2_TARGETS_DN	400	392		
LU_EZH2_TARGETS_UP	289	276		
LU_IL4_SIGNALING	91	87		
LU_TUMOR_ANGIOGENESIS_UP	25	25		
LU_TUMOR_ENDOTHELIAL_MARKERS_DN	5		Rejected!	
LU_TUMOR_ENDOTHELIAL_MARKERS_UP	22	19		
LU_TUMOR_VASCULATURE_DN	13		Rejected!	
LU_TUMOR_VASCULATURE_UP	29	25		
LY_AGING_MIDDLE_DN	16	16		
LY_AGING_MIDDLE_UP	14		Rejected!	
LY_AGING_OLD_DN	56	54		
LY_AGING_OLD_UP	7		Rejected!	
LY_AGING_PREMATURE_DN	30	28		
MACAEVA_PBMC_RESPONSE_TO_IR	106	103		
MACLACHLAN_BRCA1_TARGETS_DN	16	15		
MACLACHLAN_BRCA1_TARGETS_UP	21	21		
MADAN_DPPA4_TARGETS	62	50		
MAEKAWA_ATF2_TARGETS	24	22		
MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_DN	28	28		
MAGRANGEAS_MULTIPLE_MYELOMA_IGG_VS_IGA_UP	20	19		
MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_DN	24	22		
MAGRANGEAS_MULTIPLE_MYELOMA_IGLL_VS_IGLK_UP	41	39		
MAHADEVAN_GIST_MORPHOLOGICAL_SWITCH	15		Rejected!	
MAHADEVAN_IMATINIB_RESISTANCE_DN	20	16		
MAHADEVAN_IMATINIB_RESISTANCE_UP	22	18		
MAHAJAN_RESPONSE_TO_IL1A_DN	70	65		
MAHAJAN_RESPONSE_TO_IL1A_UP	77	70		
MAINA_HYPOXIA_VHL_TARGETS_UP	6		Rejected!	
MAINA_VHL_TARGETS_DN	16	15		
MAINA_VHL_TARGETS_UP	10		Rejected!	
MALIK_REPRESSED_BY_ESTROGEN	13		Rejected!	
MALONEY_RESPONSE_TO_17AAG_DN	77	71		
MALONEY_RESPONSE_TO_17AAG_UP	40	39		
MALTA_CURATED_STEMNESS_MARKERS	21	18		
MANALO_HYPOXIA_DN	292	287		
MANALO_HYPOXIA_UP	205	203		
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_DN	225	224		
MANNE_COVID19_COMBINED_COHORT_VS_HEALTHY_DONOR_PLATELETS_UP	179	178		
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_DN	159	159		
MANNE_COVID19_ICU_VS_HEALTHY_DONOR_PLATELETS_UP	128	126		
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_DN	208	207		
MANNE_COVID19_NONICU_VS_HEALTHY_DONOR_PLATELETS_UP	143	142		
MANN_RESPONSE_TO_AMIFOSTINE_DN	9		Rejected!	
MANN_RESPONSE_TO_AMIFOSTINE_UP	19	19		
MARCHINI_TRABECTEDIN_RESISTANCE_DN	46	45		
MARCHINI_TRABECTEDIN_RESISTANCE_UP	20	20		
MARCINIAK_ER_STRESS_RESPONSE_VIA_CHOP	22	21		
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_DN	42	41		
MARIADASON_REGULATED_BY_HISTONE_ACETYLATION_UP	61	61		
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_1	8		Rejected!	
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_2	8		Rejected!	
MARIADASON_RESPONSE_TO_BUTYRATE_CURCUMIN_SULINDAC_TSA_8	10		Rejected!	
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_4	16	16		
MARIADASON_RESPONSE_TO_BUTYRATE_SULINDAC_6	47	46		
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_5	23	21		
MARIADASON_RESPONSE_TO_CURCUMIN_SULINDAC_7	14		Rejected!	
MARKEY_RB1_ACUTE_LOF_DN	233	223		
MARKEY_RB1_ACUTE_LOF_UP	235	232		
MARKEY_RB1_CHRONIC_LOF_DN	120	112		
MARKEY_RB1_CHRONIC_LOF_UP	113	108		
MARKS_ACETYLATED_NON_HISTONE_PROTEINS	12		Rejected!	
MARKS_HDAC_TARGETS_DN	15	15		
MARKS_HDAC_TARGETS_UP	23	23		
MARSHALL_VIRAL_INFECTION_RESPONSE_DN	29	29		
MARSHALL_VIRAL_INFECTION_RESPONSE_UP	9		Rejected!	
MARSON_BOUND_BY_E2F4_UNSTIMULATED	714		Rejected!	
MARSON_BOUND_BY_FOXP3_STIMULATED	1023		Rejected!	
MARSON_BOUND_BY_FOXP3_UNSTIMULATED	1236		Rejected!	
MARSON_FOXP3_CORE_DIRECT_TARGETS	17	17		
MARSON_FOXP3_TARGETS_DN	54	53		
MARSON_FOXP3_TARGETS_STIMULATED_DN	10		Rejected!	
MARSON_FOXP3_TARGETS_STIMULATED_UP	30	29		
MARSON_FOXP3_TARGETS_UP	66	66		
MARTENS_BOUND_BY_PML_RARA_FUSION	456	441		
MARTENS_TRETINOIN_RESPONSE_DN	839		Rejected!	
MARTENS_TRETINOIN_RESPONSE_UP	855		Rejected!	
MARTINELLI_IMMATURE_NEUTROPHIL_DN	13		Rejected!	
MARTINELLI_IMMATURE_NEUTROPHIL_UP	11		Rejected!	
MARTINEZ_RB1_AND_TP53_TARGETS_DN	607		Rejected!	
MARTINEZ_RB1_AND_TP53_TARGETS_UP	622		Rejected!	
MARTINEZ_RB1_TARGETS_DN	568	494		
MARTINEZ_RB1_TARGETS_UP	687		Rejected!	
MARTINEZ_RESPONSE_TO_TRABECTEDIN	50	50		
MARTINEZ_RESPONSE_TO_TRABECTEDIN_DN	272	267		
MARTINEZ_RESPONSE_TO_TRABECTEDIN_UP	71	67		
MARTINEZ_TP53_TARGETS_DN	612		Rejected!	
MARTINEZ_TP53_TARGETS_UP	623		Rejected!	
MARTIN_INTERACT_WITH_HDAC	41	40		
MARTIN_NFKB_TARGETS_DN	11		Rejected!	
MARTIN_NFKB_TARGETS_UP	42	39		
MARTIN_VIRAL_GPCR_SIGNALING_DN	52	44		
MARTIN_VIRAL_GPCR_SIGNALING_UP	85	76		
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_DN	518	495		
MARTORIATI_MDM4_TARGETS_FETAL_LIVER_UP	238	224		
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_DN	163	144		
MARTORIATI_MDM4_TARGETS_NEUROEPITHELIUM_UP	177	168		
MARZEC_IL2_SIGNALING_DN	36	36		
MARZEC_IL2_SIGNALING_UP	115	115		
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_DN	20	17		
MASRI_RESISTANCE_TO_TAMOXIFEN_AND_AROMATASE_INHIBITORS_UP	20	17		
MASSARWEH_RESPONSE_TO_ESTRADIOL	62	60		
MASSARWEH_TAMOXIFEN_RESISTANCE_DN	256	240		
MASSARWEH_TAMOXIFEN_RESISTANCE_UP	582		Rejected!	
MATHEW_FANCONI_ANEMIA_GENES	11		Rejected!	
MATSUDA_NATURAL_KILLER_DIFFERENTIATION	483	466		
MATTHEWS_AP1_TARGETS	17	17		
MATTHEWS_SKIN_CARCINOGENESIS_VIA_JUN	18	15		
MATTIOLI_MGUS_VS_MULTIPLE_MYELOMA	17	17		
MATTIOLI_MGUS_VS_PCL	127	123		
MATTIOLI_MULTIPLE_MYELOMA_SUBGROUPS	17		Rejected!	
MATTIOLI_MULTIPLE_MYELOMA_WITH_14Q32_TRANSLOCATIONS	37	36		
MATZUK_CENTRAL_FOR_FEMALE_FERTILITY	29	22		
MATZUK_CUMULUS_EXPANSION	9		Rejected!	
MATZUK_EARLY_ANTRAL_FOLLICLE	13		Rejected!	
MATZUK_EMBRYONIC_GERM_CELL	19	16		
MATZUK_FERTILIZATION	8		Rejected!	
MATZUK_IMPLANTATION_AND_UTERINE	22	21		
MATZUK_LUTEAL_GENES	8		Rejected!	
MATZUK_MALE_REPRODUCTION_SERTOLI	28	25		
MATZUK_MATERNAL_EFFECT	9		Rejected!	
MATZUK_MEIOTIC_AND_DNA_REPAIR	39	37		
MATZUK_OVULATION	15		Rejected!	
MATZUK_POSTIMPLANTATION_AND_POSTPARTUM	14		Rejected!	
MATZUK_PREOVULATORY_FOLLICLE	10		Rejected!	
MATZUK_SPERMATID_DIFFERENTIATION	37	30		
MATZUK_SPERMATOCYTE	72	70		
MATZUK_SPERMATOGONIA	25	22		
MATZUK_SPERMATOZOA	114	99		
MATZUK_STEROIDOGENESIS	7		Rejected!	
MAYBURD_RESPONSE_TO_L663536_DN	56	52		
MAYBURD_RESPONSE_TO_L663536_UP	31	31		
MA_MYELOID_DIFFERENTIATION_DN	42	41		
MA_MYELOID_DIFFERENTIATION_UP	38	37		
MA_RAT_AGING_DN	161	142		
MA_RAT_AGING_UP	107	87		
MCBRYAN_PUBERTAL_BREAST_3_4WK_DN	42	37		
MCBRYAN_PUBERTAL_BREAST_3_4WK_UP	214	194		
MCBRYAN_PUBERTAL_BREAST_4_5WK_DN	202	193		
MCBRYAN_PUBERTAL_BREAST_4_5WK_UP	270	239		
MCBRYAN_PUBERTAL_BREAST_5_6WK_DN	132	127		
MCBRYAN_PUBERTAL_BREAST_5_6WK_UP	123	109		
MCBRYAN_PUBERTAL_BREAST_6_7WK_DN	78	73		
MCBRYAN_PUBERTAL_BREAST_6_7WK_UP	198	192		
MCBRYAN_PUBERTAL_TGFB1_TARGETS_DN	62	59		
MCBRYAN_PUBERTAL_TGFB1_TARGETS_UP	168	162		
MCBRYAN_TERMINAL_END_BUD_DN	6		Rejected!	
MCBRYAN_TERMINAL_END_BUD_UP	12		Rejected!	
MCCABE_BOUND_BY_HOXC6	460	401		
MCCABE_HOXC6_TARGETS_CANCER_DN	20	19		
MCCABE_HOXC6_TARGETS_CANCER_UP	31	29		
MCCABE_HOXC6_TARGETS_DN	21	20		
MCCABE_HOXC6_TARGETS_UP	10		Rejected!	
MCCLUNG_COCAINE_REWARD_5D	75	70		
MCCLUNG_COCAIN_REWARD_4WK	74	67		
MCCLUNG_CREB1_TARGETS_DN	56	52		
MCCLUNG_CREB1_TARGETS_UP	100	93		
MCCLUNG_DELTA_FOSB_TARGETS_2WK	48	46		
MCCLUNG_DELTA_FOSB_TARGETS_8WK	49	47		
MCCOLLUM_GELDANAMYCIN_RESISTANCE_DN	7		Rejected!	
MCCOLLUM_GELDANAMYCIN_RESISTANCE_UP	10		Rejected!	
MCDOWELL_ACUTE_LUNG_INJURY_DN	47	44		
MCDOWELL_ACUTE_LUNG_INJURY_UP	47	43		
MCGARVEY_SILENCED_BY_METHYLATION_IN_COLON_CANCER	42	35		
MCGOWAN_RSP6_TARGETS_DN	5		Rejected!	
MCGOWAN_RSP6_TARGETS_UP	20	18		
MCLACHLAN_DENTAL_CARIES_DN	82	76		
MCLACHLAN_DENTAL_CARIES_UP	265	257		
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_DN	67	64		
MCMURRAY_TP53_HRAS_COOPERATION_RESPONSE_UP	26	23		
MEBARKI_HCC_PROGENITOR_FZD8CRD_DN	459	412		
MEBARKI_HCC_PROGENITOR_FZD8CRD_UP	586		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_DN	92	82		
MEBARKI_HCC_PROGENITOR_WNT_DN_BLOCKED_BY_FZD8CRD	70	67		
MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT	31	30		
MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD	22	21		
MEBARKI_HCC_PROGENITOR_WNT_DN_CTNNB1_INDEPENDENT	16		Rejected!	
MEBARKI_HCC_PROGENITOR_WNT_UP	202	183		
MEBARKI_HCC_PROGENITOR_WNT_UP_BLOCKED_BY_FZD8CRD	125	114		
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT	90	77		
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_DEPENDENT_BLOCKED_BY_FZD8CRD	47	41		
MEBARKI_HCC_PROGENITOR_WNT_UP_CTNNB1_INDEPENDENT	24	22		
MEDINA_SMARCA4_TARGETS	36	34		
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_DN	19	18		
MEINHOLD_OVARIAN_CANCER_LOW_GRADE_UP	12		Rejected!	
MEISSNER_BRAIN_HCP_WITH_H3K27ME3	272	196		
MEISSNER_BRAIN_HCP_WITH_H3K4ME2	18	17		
MEISSNER_BRAIN_HCP_WITH_H3K4ME2_AND_H3K27ME3	60	53		
MEISSNER_BRAIN_HCP_WITH_H3K4ME3_AND_H3K27ME3	1074		Rejected!	
MEISSNER_BRAIN_HCP_WITH_H3_UNMETHYLATED	40	38		
MEISSNER_BRAIN_ICP_WITH_H3K4ME3	31	28		
MEISSNER_ES_ICP_WITH_H3K4ME3	32	30		
MEISSNER_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	14		Rejected!	
MEISSNER_NPC_HCP_WITH_H3K27ME3	79	52		
MEISSNER_NPC_HCP_WITH_H3K4ME2	493	455		
MEISSNER_NPC_HCP_WITH_H3K4ME2_AND_H3K27ME3	350	272		
MEISSNER_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	143	131		
MEISSNER_NPC_HCP_WITH_H3_UNMETHYLATED	544	486		
MEISSNER_NPC_ICP_WITH_H3K4ME3	19	18		
MEISSNER_NPC_ICP_WITH_H3_UNMETHYLATED	23	16		
MELLMAN_TUT1_TARGETS_DN	47	45		
MELLMAN_TUT1_TARGETS_UP	20	18		
MENSE_HYPOXIA_UP	100	98		
MIDORIKAWA_AMPLIFIED_IN_LIVER_CANCER	55	49		
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_DN	6		Rejected!	
MIKHAYLOVA_OXIDATIVE_STRESS_RESPONSE_VIA_VHL_UP	7		Rejected!	
MIKI_COEXPRESSED_WITH_CYP19A1	7		Rejected!	
MIKKELSEN_DEDIFFERENTIATED_STATE_DN	7		Rejected!	
MIKKELSEN_DEDIFFERENTIATED_STATE_UP	8		Rejected!	
MIKKELSEN_ES_HCP_WITH_H3K27ME3	41	25		
MIKKELSEN_ES_HCP_WITH_H3_UNMETHYLATED	66	50		
MIKKELSEN_ES_ICP_WITH_H3K27ME3	43	35		
MIKKELSEN_ES_ICP_WITH_H3K4ME3	729		Rejected!	
MIKKELSEN_ES_ICP_WITH_H3K4ME3_AND_H3K27ME3	136	106		
MIKKELSEN_ES_LCP_WITH_H3K27ME3	14		Rejected!	
MIKKELSEN_ES_LCP_WITH_H3K4ME3	146	128		
MIKKELSEN_ES_LCP_WITH_H3K4ME3_AND_H3K27ME3	7		Rejected!	
MIKKELSEN_IPS_HCP_WITH_H3_UNMETHYLATED	86	65		
MIKKELSEN_IPS_ICP_WITH_H3K27ME3	55	41		
MIKKELSEN_IPS_ICP_WITH_H3K4ME3_AND_H327ME3	124	102		
MIKKELSEN_IPS_LCP_WITH_H3K27ME3	10		Rejected!	
MIKKELSEN_IPS_LCP_WITH_H3K4ME3	175	157		
MIKKELSEN_IPS_LCP_WITH_H3K4ME3_AND_H3K27ME3	5		Rejected!	
MIKKELSEN_IPS_WITH_HCP_H3K27ME3	103	66		
MIKKELSEN_MCV6_HCP_WITH_H3K27ME3	438	338		
MIKKELSEN_MCV6_ICP_WITH_H3K27ME3	75	59		
MIKKELSEN_MCV6_ICP_WITH_H3K4ME3_AND_H3K27ME3	34	28		
MIKKELSEN_MCV6_LCP_WITH_H3K27ME3	28	18		
MIKKELSEN_MCV6_LCP_WITH_H3K4ME3	162	143		
MIKKELSEN_MEF_HCP_WITH_H3K27ME3	591	448		
MIKKELSEN_MEF_HCP_WITH_H3_UNMETHYLATED	238	187		
MIKKELSEN_MEF_ICP_WITH_H3K27ME3	207	165		
MIKKELSEN_MEF_ICP_WITH_H3K4ME3_AND_H3K27ME3	38	31		
MIKKELSEN_MEF_LCP_WITH_H3K27ME3	71	55		
MIKKELSEN_MEF_LCP_WITH_H3K4ME3	128	121		
MIKKELSEN_NPC_HCP_WITH_H3K27ME3	345	251		
MIKKELSEN_NPC_HCP_WITH_H3K4ME3_AND_H3K27ME3	210	183		
MIKKELSEN_NPC_ICP_WITH_H3K27ME3	12		Rejected!	
MIKKELSEN_NPC_ICP_WITH_H3K4ME3	450	431		
MIKKELSEN_NPC_LCP_WITH_H3K4ME3	60	52		
MIKKELSEN_NPC_WITH_LCP_H3K27ME3	9		Rejected!	
MIKKELSEN_PARTIALLY_REPROGRAMMED_TO_PLURIPOTENCY	10		Rejected!	
MIKKELSEN_PLURIPOTENT_STATE_DN	8		Rejected!	
MIKKELSEN_PLURIPOTENT_STATE_UP	11		Rejected!	
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_DN	10		Rejected!	
MILICIC_FAMILIAL_ADENOMATOUS_POLYPOSIS_UP	10		Rejected!	
MILI_PSEUDOPODIA	48	48		
MILI_PSEUDOPODIA_CHEMOTAXIS_DN	427	419		
MILI_PSEUDOPODIA_CHEMOTAXIS_UP	84	84		
MILI_PSEUDOPODIA_HAPTOTAXIS_DN	671		Rejected!	
MILI_PSEUDOPODIA_HAPTOTAXIS_UP	521		Rejected!	
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_DN	21	19		
MINGUEZ_LIVER_CANCER_VASCULAR_INVASION_UP	14		Rejected!	
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_DN	24	21		
MISHRA_CARCINOMA_ASSOCIATED_FIBROBLAST_UP	24	22		
MISIAK_ANAPLASTIC_THYROID_CARCINOMA_DN	20	19		
MISIAK_ANAPLASTIC_THYROID_CARCINOMA_UP	45	42		
MISSIAGLIA_REGULATED_BY_METHYLATION_DN	122	121		
MISSIAGLIA_REGULATED_BY_METHYLATION_UP	125	119		
MITSIADES_RESPONSE_TO_APLIDIN_DN	250	245		
MITSIADES_RESPONSE_TO_APLIDIN_UP	445	438		
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_DN	235	220		
MIYAGAWA_TARGETS_OF_EWSR1_ETS_FUSIONS_UP	265	248		
MIZUKAMI_HYPOXIA_DN	6		Rejected!	
MIZUKAMI_HYPOXIA_UP	12		Rejected!	
MIZUSHIMA_AUTOPHAGOSOME_FORMATION	12		Rejected!	
MMS_MOUSE_LYMPH_HIGH_4HRS_UP	36	36		
MODY_HIPPOCAMPUS_NEONATAL	33	30		
MODY_HIPPOCAMPUS_POSTNATAL	56	53		
MODY_HIPPOCAMPUS_PRENATAL	45	31		
MOHANKUMAR_HOXA1_TARGETS_DN	175	151		
MOHANKUMAR_HOXA1_TARGETS_UP	410	399		
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_DN	59	59		
MOLENAAR_TARGETS_OF_CCND1_AND_CDK4_UP	68	67		
MONNIER_POSTRADIATION_TUMOR_ESCAPE_DN	384	376		
MONNIER_POSTRADIATION_TUMOR_ESCAPE_UP	407	395		
MONTERO_THYROID_CANCER_POOR_SURVIVAL_DN	11		Rejected!	
MONTERO_THYROID_CANCER_POOR_SURVIVAL_UP	12		Rejected!	
MOOTHA_FFA_OXYDATION	24	24		
MOOTHA_GLUCONEOGENESIS	31	29		
MOOTHA_GLYCOGEN_METABOLISM	21	20		
MOOTHA_GLYCOLYSIS	21	20		
